g,nf,nf_calc,eim,vmax,vinf,relmax,relinf,gap_argmax,argmax0,med,medrec,relmed
281,13,13,0.00012702525155357106,0.00012702524782937568,0.00012702524782937568,2.9318543608069646e-08,2.9318543608069646e-08,0.0,True,0.00012672609392296583,0.00012672609793207642,3.163602963006977e-08
282,13,13,9.914713531160784e-05,9.914713557705537e-05,9.914713557705537e-05,2.677309041607426e-09,2.677309041607426e-09,0.0,True,9.90987749360095e-05,9.909877593444988e-05,1.007520387375428e-08
283,13,13,6.510961119785105e-05,6.510961356995345e-05,6.510961356995345e-05,3.643244597534406e-08,3.643244597534406e-08,0.0,True,6.507923032569148e-05,6.507923115164896e-05,1.2691567884566282e-08
284,13,13,0.0001089024896290313,0.00010890248756583506,0.00010890248756583506,1.8945354200045434e-08,1.8945354200045434e-08,0.0,True,0.00010870560261272035,0.0001087056052917629,2.4644934739580216e-08
285,13,13,8.247023302438011e-05,8.24702320799725e-05,8.24702320799725e-05,1.1451496816384369e-08,1.1451496816384369e-08,0.0,True,8.233790632238087e-05,8.233790765402069e-05,1.6172864482756672e-08
286,13,13,5.978754537937773e-05,5.978754619805203e-05,5.978754619805203e-05,1.3693057631220282e-08,1.3693057631220282e-08,0.0,True,5.967125228390604e-05,5.9671249706187604e-05,4.3198666810310384e-08
287,13,13,6.0224195684399685e-05,6.0224197635987204e-05,6.0224197635987204e-05,3.2405372903664165e-08,3.2405372903664165e-08,0.0,True,6.01832368035215e-05,6.018323700756313e-05,3.390339923277561e-09
288,13,13,7.081564870580372e-05,7.081564668464082e-05,7.081564668464082e-05,2.854119021811244e-08,2.854119021811244e-08,0.0,True,7.07714732418907e-05,7.077147349432685e-05,3.566919474875018e-09
289,13,13,6.618652094873655e-05,6.618652419958354e-05,6.618652419958354e-05,4.911645069505496e-08,4.911645069505496e-08,0.0,True,6.61856828406695e-05,6.61856857228162e-05,4.3546375101978024e-08
290,13,13,6.724926850134986e-05,6.724926843940813e-05,6.724926843940813e-05,9.210766433523222e-10,9.210766433523222e-10,0.0,True,6.719679462541115e-05,6.719679475239708e-05,1.8897617525921715e-09
291,13,13,6.551402898868108e-05,6.551402919089896e-05,6.551402919089896e-05,3.086634790036943e-09,3.086634790036943e-09,0.0,True,6.548779586612114e-05,6.548779510285739e-05,1.1655053368521062e-08
292,13,13,7.125040728365149e-05,7.12504082603206e-05,7.12504082603206e-05,1.370755818667002e-08,1.370755818667002e-08,0.0,True,7.110837329655118e-05,7.110837413225852e-05,1.1752586871148011e-08
293,13,13,9.0094050296099e-05,9.009404687834978e-05,9.009404687834978e-05,3.79353488175239e-08,3.79353488175239e-08,0.0,True,8.983709797699377e-05,8.98370977920272e-05,2.058910802835504e-09
294,13,13,0.007967423415884006,0.007967423592983691,0.007967423592983691,2.2227974637057887e-08,2.2227974637057887e-08,0.0,True,0.007967407156956607,0.007967406972418427,2.316163596447297e-08
295,14,14,0.0015071603155899513,0.0015071866891781536,0.0015071866891781536,1.7498860558778477e-05,1.7498860558778477e-05,0.0,True,0.0015071866891781536,0.0015071560965577166,2.0298242834164504e-05
296,15,15,0.11854909671773994,0.11854909918026516,0.11854909918026516,2.0772197171480393e-08,2.0772197171480393e-08,0.0,True,0.11854858366613566,0.1185485789938915,3.941206381941395e-08
297,15,15,0.010911424045374932,0.010911423857813213,0.010911423857813053,1.7189481303988234e-08,1.7189495930361393e-08,1.4626373410981306e-14,False,0.01091142292649024,0.010911422648390876,2.5486993946066305e-08
298,15,15,0.012169123691218637,0.012169123785100763,0.012169123785100763,7.714781147249736e-09,7.714781147249736e-09,0.0,True,0.01216912192245102,0.012169121828573225,7.714426377638697e-09
299,15,15,0.1063856035432153,0.10638560745917931,0.10638560156763502,3.6809153503565886e-08,1.8569996474153263e-08,5.5379147939259595e-08,False,0.10638559375659154,0.10638559438908209,5.945264955097588e-09
300,15,15,0.09964189895761856,0.0996419004722182,0.0996419004722182,1.5200429297271022e-08,1.5200429297271022e-08,0.0,True,0.09964173569901631,0.09964173390677289,1.7986875105890094e-08
301,16,16,0.010112523481724266,0.010112523167607242,0.01011252316751789,3.106217994213345e-08,3.107101573242478e-08,8.835790565783721e-12,False,0.010112522236184755,0.010112522550303439,3.1062346968938036e-08
302,16,16,0.009252471405886207,0.009252471168520144,0.009252471168095204,2.5654341651711883e-08,2.5700268796877487e-08,4.592714634383673e-11,False,0.009252470232683122,0.009252470007192292,2.4370879231008534e-08
303,16,16,0.06502419979749868,0.06502420168714111,0.06502420168714111,2.9060602583773264e-08,2.9060602583773264e-08,0.0,True,0.06502354998764989,0.06502354890602495,1.6634357253442406e-08
304,16,16,0.0058266659637211254,0.005826665949663626,0.005826665949663626,2.412614551086407e-09,2.412614551086407e-09,0.0,True,0.005825298268535792,0.005825298282508359,2.3986011272530257e-09
305,16,16,0.005699257946169391,0.005699258168672816,0.005699258168672816,3.904077103385495e-08,3.904077103385495e-08,0.0,True,0.005699255497833608,0.005699255275372953,3.9033284908863786e-08
306,16,16,0.0006869590581059398,0.0006869588660124095,0.0006869588660124095,2.796287901757841e-07,2.796287901757841e-07,0.0,True,0.0006869561900823716,0.0006869561853091073,6.948426044068931e-09
307,16,16,0.0007751772100681488,0.0007751773380617827,0.0007751773380617827,1.651153210625087e-07,1.651153210625087e-07,0.0,True,0.0007751759062902311,0.0007751758998722712,8.279359451933242e-09
308,16,16,0.00520562155877741,0.005205621655486773,0.005205621655486773,1.8577870413406018e-08,1.8577870413406018e-08,0.0,True,0.005205619600123522,0.005205619503944806,1.8475940463989826e-08
309,16,16,0.06998635785504106,0.06998636028054885,0.06998636028054885,3.465686535307771e-08,3.465686535307771e-08,0.0,True,0.06998633902189327,0.06998633800387481,1.454595982918766e-08
310,16,16,0.005639980217952659,0.005639980176821183,0.005639980176821183,7.292840442690402e-09,7.292840442690402e-09,0.0,True,0.005639975552078421,0.005639975591792702,7.041569565145976e-09
311,16,16,0.0058583175873349125,0.005858317653755199,0.005858317653755199,1.1337775020751199e-08,1.1337775020751199e-08,0.0,True,0.005858316145499367,0.005858316079173807,1.1321608245688257e-08
312,16,16,0.004676209955803318,0.004676210075557819,0.004676210075557819,2.560930790504877e-08,2.560930790504877e-08,0.0,True,0.004676187441404021,0.004676187321648781,2.5609590080356233e-08
313,16,16,0.05854630481282017,0.05854630805049692,0.05854630610653101,5.530112882635147e-08,2.2097224478656808e-08,3.320390251148137e-08,False,0.05854630345949756,0.05854630244086333,1.7398779822331996e-08
314,17,17,0.03742485907609194,0.037424858471427166,0.037424858471427166,1.6156768295449707e-08,1.6156768295449707e-08,0.0,True,0.03741628822480036,0.03741628647916424,4.665444594019246e-08
315,18,18,0.00434385156793024,0.004343851634576527,0.004343851634576527,1.5342671253271922e-08,1.5342671253271922e-08,0.0,True,0.00434179610830222,0.004341796040370986,1.5645883160640085e-08
316,18,18,0.0034337197439797858,0.003433719799902716,0.003433719799902716,1.6286399158537528e-08,1.6286399158537528e-08,0.0,True,0.003433718419515037,0.003433718363730571,1.6246080811819717e-08
317,18,18,0.0009870327717983545,0.000987032774901349,0.000987032774901349,3.1437602808826297e-09,3.1437602808826297e-09,0.0,True,0.0009870177927725785,0.000987017789970226,2.839211777670424e-09
318,18,18,0.003761274478498497,0.0037612744750883807,0.0037612744750883807,9.066385324451102e-10,9.066385324451102e-10,0.0,True,0.0037612568513727433,0.003761256854061405,7.148306796173848e-10
319,18,18,0.0038826713217705567,0.0038826713031705966,0.0038826713031705966,4.7905059615740106e-09,4.7905059615740106e-09,0.0,True,0.003882668191416028,0.0038826682096206053,4.688677009158854e-09
320,18,18,0.0005557867063001643,0.000555786712517898,0.000555786712517898,1.1187266126790724e-08,1.1187266126790724e-08,0.0,True,0.0005557866380183034,0.0005557866404725486,4.4158046814189305e-09
321,19,19,0.0037552379960034223,0.003755237982505595,0.003755237982505595,3.5943999917205606e-09,3.5943999917205606e-09,0.0,True,0.0037516614462404273,0.003751661460665783,3.845057989995658e-09
322,19,19,0.0035157474668471842,0.0035157473542042766,0.0035157473542042766,3.203953317196611e-08,3.203953317196611e-08,0.0,True,0.0035157422642399083,0.0035157423772810515,3.2152851704003e-08
323,19,19,0.0037070264974770908,0.003707026548925714,0.003707026548925714,1.3878676932728724e-08,1.3878676932728724e-08,0.0,True,0.003707025085146912,0.003707025034764437,1.359108034856898e-08
324,19,19,0.002806439901968754,0.002806439911964923,0.002806439911964923,3.561868122040609e-09,3.561868122040609e-09,0.0,True,0.0028063078881505137,0.0028063078778537507,3.6691494505870308e-09
325,19,19,0.0026233843554581008,0.002623384280275737,0.002623384280275737,2.8658539359796158e-08,2.8658539359796158e-08,0.0,True,0.002618933032855187,0.002618933106762142,2.822025313199562e-08
326,19,19,0.0029742624652715653,0.0029742623975810433,0.0029742623975810433,2.2758758789710434e-08,2.2758758789710434e-08,0.0,True,0.0029742504194576053,0.0029742504876878037,2.2940299979223253e-08
327,19,19,0.0023578961750631905,0.002357896259797539,0.002357896259797539,3.5936420500696355e-08,3.5936420500696355e-08,0.0,True,0.002357343924372717,0.002357343842564818,3.470342235169722e-08
328,19,19,0.002304902667946053,0.0023049025687184596,0.0023049025687184596,4.30506652345902e-08,4.30506652345902e-08,0.0,True,0.002304897289131097,0.0023048973846969854,4.146210116358404e-08
329,19,19,0.0027505459274336065,0.002750545901898685,0.002750545901898685,9.283582995244443e-09,9.283582995244443e-09,0.0,True,0.0027504686904179284,0.0027504687147262043,8.837866705461824e-09
330,19,19,0.0026283002285546007,0.002628300289118909,0.002628300289118909,2.304314693000644e-08,2.304314693000644e-08,0.0,True,0.0026260059960341907,0.0026260059342314915,2.3534866558130333e-08
331,19,19,0.0025440218457016385,0.0025440219024509656,0.0025440219024509656,2.23069338503022e-08,2.23069338503022e-08,0.0,True,0.0025440031977234175,0.0025440031302881617,2.650753645989152e-08
332,19,19,0.00046937118085384893,0.00046937118079501535,0.00046937118079501535,1.253455319979302e-10,1.253455319979302e-10,0.0,True,0.00046936580804744093,0.0004693658101278765,4.43243946796096e-09
333,19,19,0.0020577592775302207,0.0020577593439649435,0.0020577593439649435,3.228498273137963e-08,3.228498273137963e-08,0.0,True,0.002057756929507078,0.002057756870082954,2.8878107470109976e-08
334,19,19,0.002230941921622955,0.002230941854005782,0.002230941854005782,3.030880028295913e-08,3.030880028295913e-08,0.0,True,0.0022308437307808028,0.0022308438032957404,3.2505609547322996e-08
335,19,19,0.002239962032963847,0.0022399620429938436,0.0022399620429938436,4.477753038125021e-09,4.477753038125021e-09,0.0,True,0.0022393478994902835,0.0022393478928113566,2.982532086325263e-09
336,19,19,0.0029152426592895116,0.0029152426668011744,0.0029152426668011744,2.5766852405458453e-09,2.5766852405458453e-09,0.0,True,0.0029152322007864892,0.0029152321932726017,2.577457649170598e-09
337,19,19,0.0019360901432783565,0.001936090115571267,0.001936090115571267,1.4310846806460157e-08,1.4310846806460157e-08,0.0,True,0.0019360420275991374,0.0019360420563223281,1.4836036549817248e-08
338,19,19,0.0023073273285682525,0.0023073273058215505,0.0023073273058215505,9.858463430701125e-09,9.858463430701125e-09,0.0,True,0.0023073044484413206,0.0023073044712104587,9.86828501462524e-09
339,19,19,0.002131899806248921,0.0021318997633355563,0.0021318997633355563,2.0129165815503407e-08,2.0129165815503407e-08,0.0,True,0.0021318714773928722,0.0021318715217666755,2.0814482856915388e-08
340,19,19,0.002805186927592371,0.0028051869923463946,0.0028051869923463946,2.3083675145032805e-08,2.3083675145032805e-08,0.0,True,0.002803587797047643,0.0028035878085562946,4.1049727907294045e-09
341,19,19,0.0020335279673659025,0.0020335278558586537,0.0020335278558586537,5.4834381693541576e-08,5.4834381693541576e-08,0.0,True,0.0020335008195602653,0.0020335009320622257,5.532427286592399e-08
342,19,19,0.0021331807638839658,0.0021331806638518846,0.0021331806638518846,4.6893391707025916e-08,4.6893391707025916e-08,0.0,True,0.0021331523175968977,0.0021331524199513516,4.798271935386842e-08
343,19,19,0.0018910038360397544,0.0018910038610336583,0.0018910038610336583,1.3217267669490051e-08,1.3217267669490051e-08,0.0,True,0.0018909819678594724,0.001890981948535777,1.0218868263936576e-08
344,19,19,0.0019879424572662036,0.0019879424622278544,0.0019879424622278544,2.49587248548514e-09,2.49587248548514e-09,0.0,True,0.0019875995728385523,0.001987599568361956,2.2522626027598135e-09
345,19,19,0.0015061097280509184,0.0015061097208204338,0.0015061096788871276,4.800768843411849e-09,3.2642901085665274e-08,2.7842132375917065e-08,False,0.0015061095461338515,0.0015061095449498327,7.861438869335047e-10
346,19,19,0.0021199329567049424,0.00211993286189686,0.00211993286189686,4.4722207884877696e-08,4.4722207884877696e-08,0.0,True,0.0021189564000856113,0.002118956497545155,4.5994122116378496e-08
347,19,19,0.0018284776690631987,0.0018284776828938467,0.0018284776828938467,7.564023467392621e-09,7.564023467392621e-09,0.0,True,0.001828431979427401,0.0018284319675933142,6.472259886385812e-09
348,19,19,0.0023793765690291297,0.002379376580875517,0.002379376580875517,4.978777763336673e-09,4.978777763336673e-09,0.0,True,0.002379349744015307,0.0023793497357865296,3.458414433441664e-09
349,19,19,0.003519196688086062,0.0035191967730821365,0.0035191967730821365,2.41521238930914e-08,2.41521238930914e-08,0.0,True,0.003519196634375419,0.0035191966307945217,1.0175325999403947e-09
350,19,19,0.0006217462952453934,0.000621746320891702,0.000621746320891702,4.1248832265824866e-08,4.1248832265824866e-08,0.0,True,0.0006217123717960365,0.000621712384438303,2.0334590048230895e-08
351,18,18,0.0019155328517190577,0.0019155328183164228,0.0019155328183164228,1.743777706280917e-08,1.743777706280917e-08,0.0,True,0.0019154860912585598,0.0019154861270953354,1.8708971627307723e-08
352,18,18,0.001841078114538632,0.001841078152091184,0.001841078152091184,2.0397044373225876e-08,2.0397044373225876e-08,0.0,True,0.0018409423484103972,0.0018409423111380788,2.0246326162765904e-08
353,18,18,0.0008853463702668257,0.0008853463874125481,0.0008853463874125481,1.9366118072791468e-08,1.9366118072791468e-08,0.0,True,0.0008852515082125315,0.0008852515053927948,3.185238006295627e-09
354,18,18,0.0008999765976743853,0.0008999765830139991,0.0008999765830139991,1.6289741560125827e-08,1.6289741560125827e-08,0.0,True,0.0008999724343137069,0.0008999724387660493,4.947198565045886e-09
355,18,18,0.001434632659416356,0.0014346326478512528,0.0014346326478512528,8.061369008178658e-09,8.061369008178658e-09,0.0,True,0.0014329957088311269,0.0014329957208905279,8.415517805134696e-09
356,18,18,0.0012867408243597924,0.0012867408413879463,0.0012867408413879463,1.3233553736073753e-08,1.3233553736073753e-08,0.0,True,0.0012866270117138513,0.0012866269958320597,1.2343741887161846e-08
357,18,18,0.0020227694821048077,0.0020227694250099684,0.0020227694250099684,2.8226073103329987e-08,2.8226073103329987e-08,0.0,True,0.002017639326363535,0.002017639385952533,2.9534017928822644e-08
358,18,18,0.0017962213209338277,0.0017962213426623197,0.0017962213426623197,1.2096778831908254e-08,1.2096778831908254e-08,0.0,True,0.001794994228729033,0.0017949942147832668,7.76925412069419e-09
359,18,18,0.0004277649657035111,0.0004277649537589903,0.0004277649537589903,2.7923092685112704e-08,2.7923092685112704e-08,0.0,True,0.0004277642041132975,0.00042776420311330224,2.337725486253176e-09
360,18,18,0.001621358963818623,0.0016213589302741473,0.0016213589302741473,2.068911113416609e-08,2.068911113416609e-08,0.0,True,0.0016168966714042543,0.0016168967115086,2.480328232483942e-08
361,18,18,0.0026454247913493363,0.002645424847496881,0.002645424847496881,2.1224396435946704e-08,2.1224396435946704e-08,0.0,True,0.0026454212807454007,0.0026454212830010035,8.526440900246365e-10
362,18,18,0.0016069885525899275,0.0016069885571379308,0.0016069885571379308,2.830140415571884e-09,2.830140415571884e-09,0.0,True,0.0016047339918976529,0.0016047339897807035,1.3191902361317514e-09
363,18,18,0.0018644339055550918,0.0018644338843567425,0.0018644338843567425,1.1369858282116032e-08,1.1369858282116032e-08,0.0,True,0.0018633396036645202,0.0018633396204718509,9.020003930658409e-09
364,18,18,0.0014607801772897398,0.0014607801466846846,0.0014607801466846846,2.0951170916281985e-08,2.0951170916281985e-08,0.0,True,0.0014598476441189537,0.0014598476668079596,1.5542036580206044e-08
365,18,18,0.0014068200967270058,0.0014068201495241643,0.0014068201495241643,3.7529431584756355e-08,3.7529431584756355e-08,0.0,True,0.0014060985793733676,0.001406098527541659,3.6862074466845504e-08
366,18,18,0.00141393283724242,0.0014139328115577285,0.0014139328115577285,1.816542546665668e-08,1.816542546665668e-08,0.0,True,0.001413395718688304,0.001413395751578111,2.3270062148987787e-08
367,18,18,0.0015537832627014268,0.0015537832884821834,0.0015537832884821834,1.6592247626567056e-08,1.6592247626567056e-08,0.0,True,0.001553748445324606,0.0015537484312898465,9.032839025335441e-09
368,18,18,0.0003398413168168243,0.0003398413051957814,0.0003398413051957814,3.4195497461933235e-08,3.4195497461933235e-08,0.0,True,0.00033982650553806117,0.0003398265042666781,3.741271054402983e-09
369,18,18,0.0005747066667061179,0.0005747066515404435,0.0005747066515404435,2.638854786093963e-08,2.638854786093963e-08,0.0,True,0.0005747065028966186,0.0005747064980542109,8.425879542337264e-09
370,18,18,0.0017374272905653905,0.0017374273257883272,0.0017374273257883272,2.0273042189867814e-08,2.0273042189867814e-08,0.0,True,0.0017189259827819622,0.0017189259474723706,2.054165956015586e-08
371,18,18,0.0019654527387095743,0.0019654527297863086,0.0019654527297863086,4.540056138912378e-09,4.540056138912378e-09,0.0,True,0.0019654502433992848,0.0019654502541381546,5.46382175798797e-09
372,18,18,0.0014324869974282448,0.0014324870050868848,0.0014324870050868848,5.34639407685955e-09,5.34639407685955e-09,0.0,True,0.001430490489924463,0.001430490484683819,3.6635293366057653e-09
373,18,18,0.0006143267190106397,0.0006143267128041439,0.0006143267128041439,1.0102923282141106e-08,1.0102923282141106e-08,0.0,True,0.0006143261189041144,0.0006143261182541621,1.057992318539647e-09
374,18,18,0.0005467146425586257,0.0005467146595136185,0.0005467146595136185,3.101250915358401e-08,3.101250915358401e-08,0.0,True,0.000546714563081123,0.0005467145573824242,1.0423535839457125e-08
375,18,18,0.0005823165182964782,0.0005823165292793607,0.0005823165292793607,1.8860674954364235e-08,1.8860674954364235e-08,0.0,True,0.0005823163922004312,0.0005823163924279652,3.9073933600876994e-10
376,18,18,0.00030194424633257517,0.00030194423974143174,0.00030194423974143174,2.18290082017244e-08,2.18290082017244e-08,0.0,True,0.00030194399539764397,0.00030194400195581665,2.1719830950380397e-08
377,18,18,0.00035662911679920856,0.00035662912448191405,0.00035662912448191405,2.1542563772424184e-08,2.1542563772424184e-08,0.0,True,0.00035662749980756923,0.000356627497634393,6.093686713470042e-09
378,18,18,0.001214188788570901,0.0012141887896208153,0.0012141887896208153,8.647043101233034e-10,8.647043101233034e-10,0.0,True,0.0012137835336095554,0.0012137835335474952,5.112951718215978e-11
379,18,18,0.0005183420412485296,0.0005183420421777774,0.0005183420161861427,1.792730874993593e-09,4.8351059645337935e-08,5.014379043043721e-08,False,0.0005183419695619859,0.0005183419744856215,9.498817097247008e-09
380,18,18,0.00042305348577638315,0.0004230534793627866,0.0004230534793627866,1.5160249844307547e-08,1.5160249844307547e-08,0.0,True,0.0004230375718206245,0.00042303757248370575,1.5674287266386984e-09
381,18,18,0.0019320441317708676,0.0019320441570859347,0.0019320441570859347,1.3102737501478341e-08,1.3102737501478341e-08,0.0,True,0.0019320324580580168,0.0019320324318167711,1.3582197322036221e-08
382,18,18,0.0016603752738314401,0.001660375272488145,0.001660375272488145,8.09030988968406e-10,8.09030988968406e-10,0.0,True,0.0016603742793712384,0.0016603742606919737,1.125003270311919e-08
383,18,18,0.001438764909646554,0.0014387648889468202,0.0014387648889468202,1.43871550327084e-08,1.43871550327084e-08,0.0,True,0.0014386101711963608,0.0014386101837640074,8.735963861536224e-09
384,18,18,0.0020562754025776893,0.0020562754872881094,0.0020562754872881094,4.1196047959294266e-08,4.1196047959294266e-08,0.0,True,0.0020562684519180785,0.002056268367823501,4.0896693725165933e-08
385,18,18,0.0004270016505885696,0.0004270016607693266,0.0004270016607693266,2.384243010253835e-08,2.384243010253835e-08,0.0,True,0.00042700153929223,0.00042700153479931176,1.0522018958527633e-08
386,18,18,0.0002955768918683231,0.00029557690088621917,0.00029557690088621917,3.050947595783218e-08,3.050947595783218e-08,0.0,True,0.0002955061281308073,0.00029550612068410167,2.519983550774835e-08
387,18,18,0.0015852642837926058,0.0015852642832791183,0.0015852642832791183,3.239128505433457e-10,3.239128505433457e-10,0.0,True,0.0015852619641810778,0.001585261963670624,3.2199969913317296e-10
388,18,18,0.0014244541086464563,0.0014244540860088373,0.0014244540860088373,1.5892136401924053e-08,1.5892136401924053e-08,0.0,True,0.0014242538194377068,0.0014242538428155135,1.641407306211517e-08
389,18,18,0.0005194636139951452,0.0005194636377414924,0.0005194636377414924,4.571320606144035e-08,4.571320606144035e-08,0.0,True,0.000518416522389899,0.0005184165241688046,3.431421451543257e-09
390,18,18,0.0015931015564337539,0.0015931015442224416,0.0015931015442224416,7.665118527563363e-09,7.665118527563363e-09,0.0,True,0.0015930666781267604,0.0015930666975544892,1.2195175989687608e-08
391,18,18,0.0004008065417145518,0.0004008065283723334,0.0004008065283723334,3.328842485024073e-08,3.328842485024073e-08,0.0,True,0.00040079561375166165,0.00040079561436426716,1.52847357788255e-09
392,18,18,0.0005934827138991114,0.0005934827075660065,0.0005934827075660065,1.0671085580371864e-08,1.0671085580371864e-08,0.0,True,0.0005934780333789715,0.0005934780318290786,2.6115421883826686e-09
393,18,18,0.001423542351715063,0.0014235423720166465,0.0014235423720166465,1.426131335220717e-08,1.426131335220717e-08,0.0,True,0.001422919147843087,0.0014229191298829956,1.2622004408490425e-08
394,18,18,0.0015607681054668535,0.001560768063164966,0.001560768063164966,2.7103249561647518e-08,2.7103249561647518e-08,0.0,True,0.0015607169262015193,0.0015607169710285258,2.872205999244669e-08
395,18,18,0.0012082164187499948,0.0012082164252701394,0.0012082164252701394,5.396503942545455e-09,5.396503942545455e-09,0.0,True,0.001202194173384145,0.001202194165133123,6.863302174377573e-09
396,18,18,0.0002988471876614484,0.0002988472009017469,0.0002988472009017469,4.4304577718849035e-08,4.4304577718849035e-08,0.0,True,0.00029884545417727755,0.00029884545181872637,7.892210390108531e-09
397,18,18,0.001146687535280306,0.0011466875377635721,0.0011466875377635721,2.1655997125955387e-09,2.1655997125955387e-09,0.0,True,0.0011466857276909081,0.0011466857277255683,3.022642376445509e-11
398,18,18,0.0010885058481249661,0.0010885058340191515,0.0010885058340191515,1.295887810887257e-08,1.295887810887257e-08,0.0,True,0.0010884161035247513,0.0010884161174783543,1.282009959784318e-08
399,18,18,0.0013725746083104362,0.0013725745798550924,0.0013725745798550924,2.0731363959928015e-08,2.0731363959928015e-08,0.0,True,0.0013725481445308,0.00137254816048081,1.1620728827753264e-08
400,18,18,0.00029024049101367773,0.0002902404783519009,0.0002902404783519009,4.362512205641399e-08,4.362512205641399e-08,0.0,True,0.0002902171668575012,0.0002902171598819318,2.4035688917443998e-08
401,18,18,0.0013199778415343827,0.0013199777962344238,0.0013199777962344238,3.431872676503269e-08,3.431872676503269e-08,0.0,True,0.0013188721814453217,0.0013188722271113363,3.462504831843002e-08
402,18,18,0.00030254983016770687,0.0003025498292174603,0.0003025498292174603,3.1407935482670725e-09,3.1407935482670725e-09,0.0,True,0.0003025477763300366,0.00030254777933170417,9.921300866244488e-09
403,18,18,0.001326706933824039,0.0013267069019994907,0.0013267069019994907,2.3987624842904024e-08,2.3987624842904024e-08,0.0,True,0.0013263693263761026,0.0013263693655688222,2.9548872747404404e-08
404,18,18,0.0015811112205355888,0.0015811112654498852,0.0015811112654498852,2.840679129591224e-08,2.840679129591224e-08,0.0,True,0.001580561098772438,0.0015805610532103355,2.8826537508568377e-08
405,18,18,0.0014201693561741394,0.001420169332307515,0.001420169332307515,1.6805477660004622e-08,1.6805477660004622e-08,0.0,True,0.0014201671144110596,0.0014201671372890772,1.610938390419602e-08
406,18,18,0.001522788954968856,0.0015227889731270314,0.0015227889731270314,1.1924288933677903e-08,1.1924288933677903e-08,0.0,True,0.0015217937712121185,0.0015217937536688752,1.1528003247107718e-08
407,18,18,0.0012558221470303477,0.0012558221407495411,0.0012558221407495411,5.001350405252626e-09,5.001350405252626e-09,0.0,True,0.0012557528967080422,0.0012557529026922761,4.765454994277813e-09
408,18,18,0.0011678480879015424,0.0011678480914222584,0.0011678480914222584,3.0147037874515286e-09,3.0147037874515286e-09,0.0,True,0.0011676526190524876,0.0011676526082111303,9.284745522362978e-09
409,18,18,0.0015866580101849225,0.0015866580093144129,0.0015866580093144129,5.486435041376947e-10,5.486435041376947e-10,0.0,True,0.0015839754758287935,0.0015839754797796236,2.494249541666919e-09
410,18,18,0.0009606598632545541,0.0009606598721678022,0.0009606598721678022,9.278255926203524e-09,9.278255926203524e-09,0.0,True,0.0009606545523381143,0.0009606545427737912,9.956048349318398e-09
411,18,18,0.0009029895249092013,0.0009029895230205113,0.0009029895230205113,2.0915967352768744e-09,2.0915967352768744e-09,0.0,True,0.0009027720536595786,0.0009027720410323535,1.3987168885981193e-08
412,18,18,0.0012951279456600985,0.0012951279770094656,0.0012951279770094656,2.4205613984092967e-08,2.4205613984092967e-08,0.0,True,0.0012950829978163637,0.0012950829648086131,2.5486977675987767e-08
413,18,18,0.0012715806727138835,0.0012715806933267504,0.0012715806933267504,1.621042795352623e-08,1.621042795352623e-08,0.0,True,0.0012434713763053514,0.0012434713539586947,1.7971187331375382e-08
414,18,18,0.0009498501841751011,0.0009498501909340622,0.0009498501909340622,7.115818087348363e-09,7.115818087348363e-09,0.0,True,0.0009498500572424147,0.0009498500603258554,3.246239441465485e-09
415,18,18,0.0018632684713187158,0.0018632685088419902,0.0018632685088419902,2.0138415368364654e-08,2.0138415368364654e-08,0.0,True,0.001863204934948958,0.001863204907258509,1.4861730335883248e-08
416,18,18,0.0015135956473688605,0.0015135956567861096,0.0015135956567861096,6.221773374518491e-09,6.221773374518491e-09,0.0,True,0.0015135906776391561,0.0015135906666138873,7.284181284114313e-09
417,18,18,0.0011842772435146037,0.001184277222936399,0.001184277222936399,1.7376171698410476e-08,1.7376171698410476e-08,0.0,True,0.0011673627718632885,0.001167362787582711,1.3465756040593665e-08
418,18,18,0.0008294354521089741,0.0008294354332291181,0.0008294354332291181,2.2762296889884057e-08,2.2762296889884057e-08,0.0,True,0.0008291497928777684,0.0008291497760110574,2.0342176315906888e-08
419,18,18,0.0013878892716909716,0.0013878893138728494,0.0013878893138728494,3.03928264615688e-08,3.03928264615688e-08,0.0,True,0.001387050370160299,0.0013870503344431096,2.5750463785501934e-08
420,18,18,0.0011006956678381117,0.0011006956406863025,0.0011006956406863025,2.4667862355734173e-08,2.4667862355734173e-08,0.0,True,0.0010981438558891141,0.0010981438803372688,2.2263161588396334e-08
421,18,18,0.0011856419219963216,0.0011856419132558144,0.0011856419132558144,7.3719620323467656e-09,7.3719620323467656e-09,0.0,True,0.0011840197749150377,0.0011840197833777725,7.1474606860222225e-09
422,18,18,0.0009159606399908283,0.0009159606519897596,0.0009159606519897596,1.3099832820424571e-08,1.3099832820424571e-08,0.0,True,0.0009157938098608739,0.0009157937978526308,1.3112387493041459e-08
423,18,18,0.0013420783311585015,0.0013420783316226165,0.0013420783316226165,3.458181715045965e-10,3.458181715045965e-10,0.0,True,0.0013416088389811398,0.001341608841171098,1.6323373974253133e-09
424,18,18,0.001217223647089937,0.0012172235979378875,0.0012172235979378875,4.038045903513895e-08,4.038045903513895e-08,0.0,True,0.001215186950524652,0.0012151869949450934,3.655440806097279e-08
425,18,18,0.001262984258417026,0.0012629843155963344,0.0012629843155963344,4.52731758128147e-08,4.52731758128147e-08,0.0,True,0.0012439877515070142,0.0012439876939872136,4.623823919845678e-08
