exp,alg,problema,exit,detalhe
main,e81,BBOB_F5,0,✅ main/e81/BBOB_F5/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,BBOB_F55,0,✅ main/e81/BBOB_F55/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,DTLZ1,0,✅ main/e81/DTLZ1/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,DTLZ2,0,✅ main/e81/DTLZ2/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,DTLZ3,0,✅ main/e81/DTLZ3/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,DTLZ4,0,✅ main/e81/DTLZ4/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,DTLZ7,0,✅ main/e81/DTLZ7/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,MMF1,0,✅ main/e81/MMF1/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,MMF11_L,0,✅ main/e81/MMF11_L/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,MMF16_20,0,✅ main/e81/MMF16_20/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,MMF4,0,✅ main/e81/MMF4/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,WFG1,0,✅ main/e81/WFG1/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,WFG2,0,✅ main/e81/WFG2/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,WFG4,0,✅ main/e81/WFG4/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,WFG5,0,✅ main/e81/WFG5/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,WFG9,0,✅ main/e81/WFG9/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,ZDT1,0,✅ main/e81/ZDT1/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,ZDT3,0,✅ main/e81/ZDT3/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,ZDT4,0,✅ main/e81/ZDT4/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,ZDT6,0,✅ main/e81/ZDT6/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,BBOB_F1,0,✅ main/moead/BBOB_F1/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,BBOB_F17,0,✅ main/moead/BBOB_F17/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,BBOB_F22,0,✅ main/moead/BBOB_F22/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,BBOB_F37,0,✅ main/moead/BBOB_F37/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,BBOB_F49,0,✅ main/moead/BBOB_F49/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,BBOB_F5,0,✅ main/moead/BBOB_F5/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,BBOB_F55,0,✅ main/moead/BBOB_F55/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,DTLZ1,0,✅ main/moead/DTLZ1/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,DTLZ2,0,✅ main/moead/DTLZ2/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,DTLZ3,0,✅ main/moead/DTLZ3/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,DTLZ4,0,✅ main/moead/DTLZ4/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,DTLZ7,0,✅ main/moead/DTLZ7/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,MMF1,0,✅ main/moead/MMF1/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,MMF11_L,0,✅ main/moead/MMF11_L/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,MMF16_20,0,✅ main/moead/MMF16_20/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,MMF4,0,✅ main/moead/MMF4/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,WFG1,0,✅ main/moead/WFG1/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,WFG2,0,✅ main/moead/WFG2/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,WFG4,0,✅ main/moead/WFG4/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,WFG5,0,✅ main/moead/WFG5/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,WFG9,0,✅ main/moead/WFG9/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,ZDT1,0,✅ main/moead/ZDT1/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,ZDT3,0,✅ main/moead/ZDT3/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,ZDT4,0,✅ main/moead/ZDT4/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,moead,ZDT6,0,✅ main/moead/ZDT6/s42: accept[R1-moead]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,BBOB_F1,0,✅ main/nsga2/BBOB_F1/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,BBOB_F17,0,✅ main/nsga2/BBOB_F17/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,BBOB_F22,0,✅ main/nsga2/BBOB_F22/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,BBOB_F37,0,✅ main/nsga2/BBOB_F37/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,BBOB_F49,0,✅ main/nsga2/BBOB_F49/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,BBOB_F5,0,✅ main/nsga2/BBOB_F5/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,BBOB_F55,0,✅ main/nsga2/BBOB_F55/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,DTLZ1,0,✅ main/nsga2/DTLZ1/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,DTLZ2,0,✅ main/nsga2/DTLZ2/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,DTLZ3,0,✅ main/nsga2/DTLZ3/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,DTLZ4,0,✅ main/nsga2/DTLZ4/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,DTLZ7,0,✅ main/nsga2/DTLZ7/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,MMF1,0,✅ main/nsga2/MMF1/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,MMF11_L,0,✅ main/nsga2/MMF11_L/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,MMF16_20,0,✅ main/nsga2/MMF16_20/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,MMF4,0,✅ main/nsga2/MMF4/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,WFG1,0,✅ main/nsga2/WFG1/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,WFG2,0,✅ main/nsga2/WFG2/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,WFG4,0,✅ main/nsga2/WFG4/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,WFG5,0,✅ main/nsga2/WFG5/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,WFG9,0,✅ main/nsga2/WFG9/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,ZDT1,0,✅ main/nsga2/ZDT1/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,ZDT3,0,✅ main/nsga2/ZDT3/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,ZDT4,0,✅ main/nsga2/ZDT4/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga2,ZDT6,0,✅ main/nsga2/ZDT6/s42: accept[R1-nsga2]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,BBOB_F1,0,✅ main/nsga3/BBOB_F1/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,BBOB_F17,0,✅ main/nsga3/BBOB_F17/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,BBOB_F22,0,✅ main/nsga3/BBOB_F22/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,BBOB_F37,0,✅ main/nsga3/BBOB_F37/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,BBOB_F49,0,✅ main/nsga3/BBOB_F49/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,BBOB_F5,0,✅ main/nsga3/BBOB_F5/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,BBOB_F55,0,✅ main/nsga3/BBOB_F55/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,DTLZ1,0,✅ main/nsga3/DTLZ1/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,DTLZ2,0,✅ main/nsga3/DTLZ2/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,DTLZ3,0,✅ main/nsga3/DTLZ3/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,DTLZ4,0,✅ main/nsga3/DTLZ4/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,DTLZ7,0,✅ main/nsga3/DTLZ7/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,MMF1,0,✅ main/nsga3/MMF1/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,MMF11_L,0,✅ main/nsga3/MMF11_L/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,MMF16_20,0,✅ main/nsga3/MMF16_20/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,MMF4,0,✅ main/nsga3/MMF4/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,WFG1,0,✅ main/nsga3/WFG1/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,WFG2,0,✅ main/nsga3/WFG2/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,WFG4,0,✅ main/nsga3/WFG4/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,WFG5,0,✅ main/nsga3/WFG5/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,WFG9,0,✅ main/nsga3/WFG9/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,ZDT1,0,✅ main/nsga3/ZDT1/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,ZDT3,0,✅ main/nsga3/ZDT3/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,ZDT4,0,✅ main/nsga3/ZDT4/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,nsga3,ZDT6,0,✅ main/nsga3/ZDT6/s42: accept[R1-nsga3]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,BBOB_F1,0,✅ main/smsemoa/BBOB_F1/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,BBOB_F17,0,✅ main/smsemoa/BBOB_F17/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,BBOB_F22,0,✅ main/smsemoa/BBOB_F22/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,BBOB_F37,0,✅ main/smsemoa/BBOB_F37/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,BBOB_F49,0,✅ main/smsemoa/BBOB_F49/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,BBOB_F5,0,✅ main/smsemoa/BBOB_F5/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,BBOB_F55,0,✅ main/smsemoa/BBOB_F55/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,DTLZ1,0,✅ main/smsemoa/DTLZ1/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,DTLZ2,0,✅ main/smsemoa/DTLZ2/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,DTLZ3,0,✅ main/smsemoa/DTLZ3/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,DTLZ4,0,✅ main/smsemoa/DTLZ4/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,DTLZ7,0,✅ main/smsemoa/DTLZ7/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,MMF1,0,✅ main/smsemoa/MMF1/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,MMF11_L,0,✅ main/smsemoa/MMF11_L/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,MMF16_20,0,✅ main/smsemoa/MMF16_20/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,MMF4,0,✅ main/smsemoa/MMF4/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,WFG1,0,✅ main/smsemoa/WFG1/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,WFG2,0,✅ main/smsemoa/WFG2/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,WFG4,0,✅ main/smsemoa/WFG4/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,WFG5,0,✅ main/smsemoa/WFG5/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,WFG9,0,✅ main/smsemoa/WFG9/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,ZDT1,0,✅ main/smsemoa/ZDT1/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,ZDT3,0,✅ main/smsemoa/ZDT3/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,ZDT4,0,✅ main/smsemoa/ZDT4/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,smsemoa,ZDT6,0,✅ main/smsemoa/ZDT6/s42: accept[R1-smsemoa]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
off,b5m,BBOB_F1,0,✅ off/b5m/BBOB_F1/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,BBOB_F17,0,✅ off/b5m/BBOB_F17/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,BBOB_F22,0,✅ off/b5m/BBOB_F22/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,BBOB_F37,0,✅ off/b5m/BBOB_F37/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,BBOB_F49,0,✅ off/b5m/BBOB_F49/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,BBOB_F5,0,✅ off/b5m/BBOB_F5/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,BBOB_F55,0,✅ off/b5m/BBOB_F55/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,DTLZ1,0,✅ off/b5m/DTLZ1/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,DTLZ2,0,✅ off/b5m/DTLZ2/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,DTLZ3,0,✅ off/b5m/DTLZ3/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,DTLZ4,0,✅ off/b5m/DTLZ4/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,DTLZ7,0,✅ off/b5m/DTLZ7/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,MMF1,0,✅ off/b5m/MMF1/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,MMF11_L,0,✅ off/b5m/MMF11_L/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,MMF16_20,0,✅ off/b5m/MMF16_20/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,MMF4,0,✅ off/b5m/MMF4/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,WFG1,0,✅ off/b5m/WFG1/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,WFG2,0,✅ off/b5m/WFG2/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,WFG4,0,✅ off/b5m/WFG4/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,WFG5,0,✅ off/b5m/WFG5/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,WFG9,0,✅ off/b5m/WFG9/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
off,b5m,ZDT1,0,✅ off/b5m/ZDT1/s42: accept[R3-b5]=VERDE · auditar=VERDE · final_eval --check=VERDE |  | PORTÃO: 1 runs · 3 gates · 0 vermelho(s) → VERDE
