g,fe,d_gbest,d_nmin,d_nmax,rel_ei,win,sid_ok,sub_id,sub_ok,ga_it_ok,ga_pop_d,na_ok,th_lo,th_hi,mse,einan,ng,dgrid,dmin_arq,lam
234,475,2.416914696157235e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,33.471998352286676,"(np.float64(0.696969697), np.float64(0.303030303))"
235,476,3.6912217726836616e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,42.045903825953104,"(np.float64(0.595959596), np.float64(0.404040404))"
236,477,9.565121229793139e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,18.606843483042923,0,0,0,0.0,13.846715035926355,"(np.float64(0.0303030303), np.float64(0.9696969697))"
237,478,3.6536203863016167e-11,2.974895889259048e-09,1.752806148815571e-08,1.9915318158597092e-16,fe-1,True,True,True,True,-2,True,1e-05,16.81792830507429,0,0,0,9.9e-05,29.688087489913155,"(np.float64(1e-06), np.float64(1.0))"
238,479,8.034466633666248e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,18.606843483042926,0,0,0,0.0,34.3746679642103,"(np.float64(0.9494949495), np.float64(0.0505050505))"
239,480,1.4766420253220502e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,13.065656683156963,"(np.float64(0.4949494949), np.float64(0.5050505051))"
240,481,4.694993671616743e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.7007184654074883,"(np.float64(0.5050505051), np.float64(0.4949494949))"
241,482,3.7449015138912856e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,38.3095607267953,"(np.float64(0.1212121212), np.float64(0.8787878788))"
242,483,1.3077798288740894e-09,2.974895889259048e-09,1.752806148815571e-08,1.701443275740154e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.2807019774128516,"(np.float64(0.7878787879), np.float64(0.2121212121))"
243,484,1.5084711507684645e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,41.7280292259344,"(np.float64(0.4848484848), np.float64(0.5151515152))"
244,485,8.034466633666248e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.8675208510381933,"(np.float64(0.9494949495), np.float64(0.0505050505))"
245,486,1.0613054046704207e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.45450302081972,"(np.float64(0.8080808081), np.float64(0.1919191919))"
246,487,1.57193494609853e-08,2.974895889259048e-09,1.752806148815571e-08,1.2579514055800984e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,35.73314874824944,"(np.float64(0.4343434343), np.float64(0.5656565657))"
247,488,3.6912217726836616e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,34.111240597456145,"(np.float64(0.595959596), np.float64(0.404040404))"
248,489,6.462813451069138e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,22.86897722655794,"(np.float64(0.202020202), np.float64(0.797979798))"
249,490,2.9098635445645726e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.5908830192743856,"(np.float64(0.6565656566), np.float64(0.3434343434))"
250,491,1.8007286217702756e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.2166099254486227,"(np.float64(0.7474747475), np.float64(0.2525252525))"
251,492,4.834389707997211e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,11.13631767174632,"(np.float64(0.0808080808), np.float64(0.9191919192))"
252,493,1.119813533567715e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,34.10133064489008,"(np.float64(0.9292929293), np.float64(0.0707070707))"
253,494,2.786626346340526e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.161452239108413,"(np.float64(0.6666666667), np.float64(0.3333333333))"
254,495,1.4973517981076157e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.0854454321005917,"(np.float64(0.3333333333), np.float64(0.6666666667))"
255,496,1.5764152150321564e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.32172567839897437,"(np.float64(0.3232323232), np.float64(0.6767676768))"
256,497,3.937839221368478e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.2841793257785517,"(np.float64(0.6464646465), np.float64(0.3535353535))"
257,498,1.2545109619700669e-11,2.974895889259048e-09,1.752806148815571e-08,1.641147453118161e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,9.9e-05,1.4327816062570016,"(np.float64(1.0), np.float64(1e-06))"
258,499,3.2889632683996695e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.24585702545862,"(np.float64(0.9797979798), np.float64(0.0202020202))"
259,500,8.688772284992652e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.35760535160480356,"(np.float64(0.3838383838), np.float64(0.6161616162))"
260,501,9.565121229793139e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,18.606843483042923,0,0,0,0.0,9.561595418742838,"(np.float64(0.0303030303), np.float64(0.9696969697))"
261,502,3.789868752157588e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,38.94937771989993,"(np.float64(0.6161616162), np.float64(0.3838383838))"
262,503,3.5925748209653108e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,37.87586389770533,"(np.float64(0.5757575758), np.float64(0.4242424242))"
263,504,1.599853291511799e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,34.45672280362219,"(np.float64(0.4242424242), np.float64(0.5757575758))"
264,505,3.937839221368478e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,33.31018132484269,"(np.float64(0.6464646465), np.float64(0.3535353535))"
265,506,2.9098635445645726e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,38.94887355898497,"(np.float64(0.6565656566), np.float64(0.3434343434))"
266,507,9.370397346941672e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.5437375480329147,"(np.float64(0.5151515152), np.float64(0.4848484848))"
267,508,2.674386462286904e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.3059391649328163,"(np.float64(0.1818181818), np.float64(0.8181818182))"
268,509,1.8007286217702756e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.2270854975565837,"(np.float64(0.7474747475), np.float64(0.2525252525))"
269,510,1.57193494609853e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,41.14272066393525,"(np.float64(0.4343434343), np.float64(0.5656565657))"
270,511,5.216995002665925e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,1.7763568394002505e-15,13.658414234526598,"(np.float64(0.1313131313), np.float64(0.8686868687))"
271,512,7.015479724925555e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.4242687309560675,"(np.float64(0.1717171717), np.float64(0.8282828283))"
272,513,1.481493852595328e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,39.45765832878828,"(np.float64(0.898989899), np.float64(0.101010101))"
273,514,1.4635986339550655e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.1425138005272899,"(np.float64(0.8888888889), np.float64(0.1111111111))"
274,515,9.73300370854524e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,4.281061980122672,"(np.float64(0.2323232323), np.float64(0.7676767677))"
275,516,6.16087042493163e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,18.606843483042923,0,0,0,0.0,36.76713115562198,"(np.float64(0.0101010101), np.float64(0.9898989899))"
276,517,7.2774810622178165e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,41.68090114822481,"(np.float64(0.5656565657), np.float64(0.4343434343))"
277,518,3.888515703875939e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,35.60813095101308,"(np.float64(0.6363636364), np.float64(0.3636363636))"
278,519,4.834389707997211e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.4196575492555503,"(np.float64(0.0808080808), np.float64(0.9191919192))"
279,520,2.304395091412559e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.1437812349359366,"(np.float64(0.1414141414), np.float64(0.8585858586))"
280,521,1.4635986339550655e-08,2.974895889259048e-09,1.752806148815571e-08,1.5975319425147535e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,25.967452098828968,"(np.float64(0.8888888889), np.float64(0.1111111111))"
281,522,6.16087042493163e-10,2.974895889259048e-09,1.752806148815571e-08,1.5127914623751575e-16,fe-1,True,True,True,True,-2,True,1e-05,18.606843483042923,0,0,0,0.0,30.988565738068747,"(np.float64(0.0101010101), np.float64(0.9898989899))"
282,523,7.585373787422078e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,16.81792830507429,0,0,0,0.0,35.826891342326824,"(np.float64(0.0202020202), np.float64(0.9797979798))"
283,524,1.2779969998932827e-09,2.974895889259048e-09,1.752806148815571e-08,1.8822577728290928e-16,fe-1,True,True,True,True,-2,True,1e-05,18.606843483042926,0,0,0,0.0,33.830526222462176,"(np.float64(0.9191919192), np.float64(0.0808080808))"
284,525,1.4917508617262598e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.261067663724686,"(np.float64(0.303030303), np.float64(0.696969697))"
285,526,2.9098635445645726e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,26.24422817296926,"(np.float64(0.6565656566), np.float64(0.3434343434))"
286,527,1.2397079335313421e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.8509763894860995,"(np.float64(0.8585858586), np.float64(0.1414141414))"
287,528,3.2889632683996695e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,34.88161576432673,"(np.float64(0.9797979798), np.float64(0.0202020202))"
288,529,2.553712824537868e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.6965829918989979,"(np.float64(0.1616161616), np.float64(0.8383838384))"
289,530,8.932585893184353e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,3.4316112725989663,"(np.float64(0.3939393939), np.float64(0.6060606061))"
290,531,2.04720307372952e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,3.552713678800501e-15,37.42575043325153,"(np.float64(0.7272727273), np.float64(0.2727272727))"
291,532,3.937839221368478e-09,2.974895889259048e-09,1.752806148815571e-08,1.8423526521851686e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,40.551308688271696,"(np.float64(0.6464646465), np.float64(0.3535353535))"
292,533,9.616301088755108e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.9013718312512364,"(np.float64(0.9393939394), np.float64(0.0606060606))"
293,534,6.462813451069138e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.2636286787995579,"(np.float64(0.202020202), np.float64(0.797979798))"
294,535,2.04720307372952e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,3.552713678800501e-15,1.4227612358119683,"(np.float64(0.7272727273), np.float64(0.2727272727))"
295,536,9.176399529131629e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,0.07334790806167035,"(np.float64(0.404040404), np.float64(0.595959596))"
296,537,8.932585893184353e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.015969881586766155,"(np.float64(0.3939393939), np.float64(0.6060606061))"
297,538,2.1704402719535665e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.752991251083102,"(np.float64(0.7171717172), np.float64(0.2828282828))"
298,539,1.4515529195291421e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,40.89459631243785,"(np.float64(0.0606060606), np.float64(0.9393939394))"
299,540,6.560361448526564e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,34.87711092224974,"(np.float64(0.5252525253), np.float64(0.4747474747))"
300,541,1.5403002762148787e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,34.43753018410082,"(np.float64(0.4747474747), np.float64(0.5252525253))"
301,542,1.1845426306500428e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,30.063632696438454,"(np.float64(0.797979798), np.float64(0.202020202))"
302,543,1.0613054046704207e-09,2.974895889259048e-09,1.752806148815571e-08,2.8311258557881743e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.7873420139408671,"(np.float64(0.8080808081), np.float64(0.1919191919))"
303,544,6.015357906230534e-09,2.974895889259048e-09,1.752806148815571e-08,4.830264309132159e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.5132292658232747,"(np.float64(0.101010101), np.float64(0.898989899))"
304,545,5.420832754898797e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,32.96698715616562,"(np.float64(0.4343434343), np.float64(0.5656565657))"
305,546,5.216995002665925e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,1.7763568394002505e-15,17.191806620630878,"(np.float64(0.1313131313), np.float64(0.8686868687))"
306,547,6.605841998408302e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,21.419747874990193,"(np.float64(0.1111111111), np.float64(0.8888888889))"
307,548,7.585373787422078e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,15.201004551491145,0,0,0,0.0,38.94644394476345,"(np.float64(0.0202020202), np.float64(0.9797979798))"
308,549,6.560361448526564e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,37.57380206696314,"(np.float64(0.5252525253), np.float64(0.4747474747))"
309,550,6.374246963591901e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.7763568394002505e-15,"(np.float64(0.3535353535), np.float64(0.6464646465))"
310,551,6.015357906230534e-09,2.974895889259048e-09,1.752806148815571e-08,6.971939204397983e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,41.82587391783947,"(np.float64(0.101010101), np.float64(0.898989899))"
311,552,6.605841998408302e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.7049915974169856,"(np.float64(0.1111111111), np.float64(0.8888888889))"
312,553,8.36399066672655e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.6582470638982447,"(np.float64(0.2929292929), np.float64(0.7070707071))"
313,554,2.416914696157235e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,6.665815452667404,"(np.float64(0.696969697), np.float64(0.303030303))"
314,555,6.560361448526564e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,18.35139408805567,"(np.float64(0.5252525253), np.float64(0.4747474747))"
315,556,3.2889632683996695e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.5788284960754317,"(np.float64(0.9797979798), np.float64(0.0202020202))"
316,557,3.2889632683996695e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,35.94010476745755,"(np.float64(0.9797979798), np.float64(0.0202020202))"
317,558,3.789868752157588e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,44.75918156450457,"(np.float64(0.6161616162), np.float64(0.3838383838))"
318,559,3.6912217726836616e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,7.703297146272844,"(np.float64(0.595959596), np.float64(0.404040404))"
319,560,4.694993671616743e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,31.44217621857058,"(np.float64(0.5050505051), np.float64(0.4949494949))"
320,561,6.16087042493163e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,17.73774875275883,0,0,0,0.0,31.311883257127057,"(np.float64(0.0101010101), np.float64(0.9898989899))"
321,562,2.540151949892433e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.0008970773241048224,"(np.float64(0.6868686869), np.float64(0.3131313131))"
322,563,1.0613054046704207e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,25.254495904117885,"(np.float64(0.8080808081), np.float64(0.1919191919))"
323,564,3.740545262420625e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,24.888925969610998,"(np.float64(0.6060606061), np.float64(0.3939393939))"
324,565,6.015357906230534e-09,2.974895889259048e-09,1.752806148815571e-08,7.803498618802807e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,11.655800115111338,"(np.float64(0.101010101), np.float64(0.898989899))"
325,566,6.789912992966052e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,30.35227249420039,"(np.float64(0.5555555556), np.float64(0.4444444444))"
326,567,1.0334273908840785e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,12.116297086992775,"(np.float64(0.2525252525), np.float64(0.7474747475))"
327,568,5.420832754898797e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,20.388681053767833,"(np.float64(0.4343434343), np.float64(0.5656565657))"
328,569,6.526896620395739e-09,2.974895889259048e-09,1.752806148815571e-08,1.8549779632646023e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,14.172861491268414,"(np.float64(0.9090909091), np.float64(0.0909090909))"
329,569,2.786626346340526e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,False,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.0,"(np.float64(0.6666666667), np.float64(0.3333333333))"
330,570,6.560361448526564e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,10.548341985939828,"(np.float64(0.5252525253), np.float64(0.4747474747))"
331,571,1.0257282578862714e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,31.36595049374129,"(np.float64(0.5353535354), np.float64(0.4646464646))"
332,572,2.674386462286904e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.8885273178568442,"(np.float64(0.1818181818), np.float64(0.8181818182))"
333,573,6.374246963591901e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,3.685493409848135e-15,"(np.float64(0.3535353535), np.float64(0.6464646465))"
334,574,1.540953367684672e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,3.27139964896061e-15,"(np.float64(0.3131313131), np.float64(0.6868686869))"
335,575,9.616301088755108e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,30.027879612010587,"(np.float64(0.9393939394), np.float64(0.0606060606))"
336,576,1.119813533567715e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,27.705941986894103,"(np.float64(0.9292929293), np.float64(0.0707070707))"
337,577,6.462813451069138e-09,2.974895889259048e-09,1.752806148815571e-08,1.444711597391629e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,40.96931535790252,"(np.float64(0.202020202), np.float64(0.797979798))"
338,578,2.90808707670287e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,35.46141807505242,"(np.float64(0.6565656566), np.float64(0.3434343434))"
339,579,6.605795466185782e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,33.77191319999793,"(np.float64(0.1111111111), np.float64(0.8888888889))"
340,580,8.242370119759812e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.028468477218161,"(np.float64(0.2222222222), np.float64(0.7777777778))"
341,581,2.784902114472132e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,14.27335859922617,"(np.float64(0.6666666667), np.float64(0.3333333333))"
342,582,8.242370119759812e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.0487790818729144,"(np.float64(0.2222222222), np.float64(0.7777777778))"
343,583,1.4966274886063502e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.7200351964060587,"(np.float64(0.3333333333), np.float64(0.6666666667))"
344,584,8.886226365856231e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.8883273823237376,"(np.float64(0.1919191919), np.float64(0.8080808081))"
345,585,1.721109088581585e-10,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.4931702553076551,"(np.float64(0.2323232323), np.float64(0.7676767677))"
346,586,3.651890331332432e-11,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,18.606843483042923,0,0,0,9.9e-05,37.472486866688506,"(np.float64(1e-06), np.float64(1.0))"
347,587,6.5574746466179334e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,34.12565296926236,"(np.float64(0.5252525253), np.float64(0.4747474747))"
348,588,1.0770394520687177e-08,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,3.552713678800501e-15,23.5968350154535,"(np.float64(0.2626262626), np.float64(0.7373737374))"
349,589,8.886226365856231e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.40974045494438727,"(np.float64(0.1919191919), np.float64(0.8080808081))"
350,590,7.551508973691057e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.6507468999751513,"(np.float64(0.1515151515), np.float64(0.8484848485))"
351,591,7.0153531872563235e-09,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.182960629662323,"(np.float64(0.1717171717), np.float64(0.8282828283))"
352,592,9.371277087666385e-10,2.974895889259048e-09,1.752136975504818e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,42.12576913805589,"(np.float64(0.8181818182), np.float64(0.1818181818))"
