problema,ger,log,meu,nf1_log,nf1_meu,nadpop_log,nadpop_meu,ideal_log,ideal_meu
MMF16_20,22,14,14,"[np.float64(1.2413487468622886), np.float64(2.396235086417799), np.float64(2.0005016252385524)]","[np.float64(1.2413487434387207), np.float64(2.3962349891662598), np.float64(2.0005016326904297)]","[np.float64(1.2413487468622886), np.float64(2.396235086417799), np.float64(2.0005016252385524)]","[np.float64(1.2413487434387207), np.float64(2.3962349891662598), np.float64(2.0005016326904297)]","[np.float64(4.408182596137107e-17), np.float64(1.142887333186036e-16), np.float64(0.01923064561283698)]","[np.float64(4.408182465404523e-17), np.float64(1.1428873943981405e-16), np.float64(0.019230645149946213)]"
MMF16_20,23,14,14,"[np.float64(1.2413487468622886), np.float64(2.396235086417799), np.float64(2.0005016252385524)]","[np.float64(1.2413487434387207), np.float64(2.3962349891662598), np.float64(2.0005016326904297)]","[np.float64(1.2413487468622886), np.float64(2.396235086417799), np.float64(2.0005016252385524)]","[np.float64(1.2413487434387207), np.float64(2.3962349891662598), np.float64(2.0005016326904297)]","[np.float64(4.408182596137107e-17), np.float64(1.142887333186036e-16), np.float64(0.01923064561283698)]","[np.float64(4.408182465404523e-17), np.float64(1.1428873943981405e-16), np.float64(0.019230645149946213)]"
MMF16_20,24,15,15,"[np.float64(1.3276548000681383), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3276548385620117), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(1.3276548000681383), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3276548385620117), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(4.408179424691249e-17), np.float64(1.1428865109412178e-16), np.float64(0.01923064561283698)]","[np.float64(4.408179487554318e-17), np.float64(1.1428864679558545e-16), np.float64(0.019230645149946213)]"
MMF16_20,25,15,15,"[np.float64(1.3276548000681383), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3276548385620117), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(1.3276548000681383), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3276548385620117), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(4.408179424691249e-17), np.float64(1.1428865109412178e-16), np.float64(0.01923064561283698)]","[np.float64(4.408179487554318e-17), np.float64(1.1428864679558545e-16), np.float64(0.019230645149946213)]"
MMF16_20,26,14,14,"[np.float64(1.300159575534549), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3001595735549927), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(1.3276548000681383), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3276548385620117), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(4.408179424691249e-17), np.float64(1.1428865109412178e-16), np.float64(0.019192134710687876)]","[np.float64(4.408179487554318e-17), np.float64(1.1428864679558545e-16), np.float64(0.019192134961485863)]"
MMF16_20,27,14,14,"[np.float64(1.300159575534549), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3001595735549927), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(1.3001993902847988), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3001993894577026), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(4.408179424691249e-17), np.float64(1.1428865109412178e-16), np.float64(0.019192134710687876)]","[np.float64(4.408179487554318e-17), np.float64(1.1428864679558545e-16), np.float64(0.019192134961485863)]"
MMF16_20,28,14,14,"[np.float64(1.3872124419737042), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3872123956680298), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(1.3872559248715937), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3872559070587158), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(4.408179424691249e-17), np.float64(1.1428865109412178e-16), np.float64(0.0180231275682635)]","[np.float64(4.408179487554318e-17), np.float64(1.1428864679558545e-16), np.float64(0.01802312768995762)]"
MMF16_20,29,14,14,"[np.float64(1.3872124419737042), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3872123956680298), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(1.3872558522450573), np.float64(2.396235086417799), np.float64(2.0005001859872387)]","[np.float64(1.3872559070587158), np.float64(2.3962349891662598), np.float64(2.000500202178955)]","[np.float64(4.408179424691249e-17), np.float64(1.1428865109412178e-16), np.float64(0.0180231275682635)]","[np.float64(4.408179487554318e-17), np.float64(1.1428864679558545e-16), np.float64(0.01802312768995762)]"
MMF4,1,9,9,"[np.float64(0.9626468563925888), np.float64(1.1416124385098039)]","[np.float64(0.9626468420028687), np.float64(1.1416124105453491)]","[np.float64(0.9692643038213566), np.float64(2.4281295289439653)]","[np.float64(0.9692643284797668), np.float64(2.4281294345855713)]","[np.float64(0.0030425491417300776), np.float64(0.07449131539347051)]","[np.float64(0.003042549127712846), np.float64(0.07449131458997726)]"
MMF4,2,10,10,"[np.float64(0.9626468563925888), np.float64(1.1416124385098039)]","[np.float64(0.9626468420028687), np.float64(1.1416124105453491)]","[np.float64(0.9692643038213566), np.float64(1.1416124385098039)]","[np.float64(0.9692643284797668), np.float64(1.1416124105453491)]","[np.float64(0.0030425491417300776), np.float64(0.07449131539347051)]","[np.float64(0.003042549127712846), np.float64(0.07449131458997726)]"
MMF4,3,15,15,"[np.float64(0.9136861940106161), np.float64(1.0908407079595295)]","[np.float64(0.913686215877533), np.float64(1.0908406972885132)]","[np.float64(0.9139284819709184), np.float64(1.0908407079595295)]","[np.float64(0.9139285087585449), np.float64(1.0908406972885132)]","[np.float64(0.05831173460521022), np.float64(0.2469097988974121)]","[np.float64(0.05831173434853554), np.float64(0.24690979719161987)]"
WFG1,1,18,18,"[np.float64(2.945858502174015), np.float64(1.2653360283038602)]","[np.float64(2.9458584785461426), np.float64(1.265336036682129)]","[np.float64(2.955688577718117), np.float64(1.2653360283038602)]","[np.float64(2.9556884765625), np.float64(1.265336036682129)]","[np.float64(2.7044715957404684), np.float64(0.9698909550519161)]","[np.float64(2.7044715881347656), np.float64(0.9698909521102905)]"
WFG1,2,14,14,"[np.float64(2.920426816567991), np.float64(1.2982661169497656)]","[np.float64(2.920426845550537), np.float64(1.2982661724090576)]","[np.float64(2.920426816567991), np.float64(1.2982661169497656)]","[np.float64(2.920426845550537), np.float64(1.2982661724090576)]","[np.float64(2.7033215068603567), np.float64(0.9740408777819978)]","[np.float64(2.7033214569091797), np.float64(0.9740408658981323)]"
WFG1,3,17,17,"[np.float64(2.8829275781876555), np.float64(1.2935919709708534)]","[np.float64(2.882927656173706), np.float64(1.2935919761657715)]","[np.float64(2.899278994963894), np.float64(1.2935919709708534)]","[np.float64(2.8992788791656494), np.float64(1.2935919761657715)]","[np.float64(2.6986473608814445), np.float64(0.9930418555131241)]","[np.float64(2.6986472606658936), np.float64(0.9930418729782104)]"
WFG1,4,16,16,"[np.float64(2.8829275781876555), np.float64(1.2935919709708534)]","[np.float64(2.882927656173706), np.float64(1.2935919761657715)]","[np.float64(2.899278994963894), np.float64(1.2945008483642702)]","[np.float64(2.8992788791656494), np.float64(1.2945008277893066)]","[np.float64(2.6986473608814445), np.float64(0.9930418555131241)]","[np.float64(2.6986472606658936), np.float64(0.9930418729782104)]"
WFG1,5,15,15,"[np.float64(2.882945962205265), np.float64(1.2917103406141244)]","[np.float64(2.882946014404297), np.float64(1.291710376739502)]","[np.float64(2.899278994963894), np.float64(1.2934385242852569)]","[np.float64(2.8992788791656494), np.float64(1.2934385538101196)]","[np.float64(2.6967657305247155), np.float64(0.9930602395307335)]","[np.float64(2.696765661239624), np.float64(0.9930602312088013)]"
WFG1,6,16,16,"[np.float64(2.882945962205265), np.float64(1.2917103406141244)]","[np.float64(2.882946014404297), np.float64(1.291710376739502)]","[np.float64(2.899278994963894), np.float64(1.2934385242852569)]","[np.float64(2.8992788791656494), np.float64(1.2934385538101196)]","[np.float64(2.6967657305247155), np.float64(0.9930602395307335)]","[np.float64(2.696765661239624), np.float64(0.9930602312088013)]"
WFG1,7,16,16,"[np.float64(2.883386864998403), np.float64(1.2917103406141244)]","[np.float64(2.8833868503570557), np.float64(1.291710376739502)]","[np.float64(2.896679337101363), np.float64(1.292115025622436)]","[np.float64(2.896679401397705), np.float64(1.2921149730682373)]","[np.float64(2.6967657305247155), np.float64(0.9935011423238713)]","[np.float64(2.696765661239624), np.float64(0.9935011267662048)]"
WFG1,8,18,18,"[np.float64(2.896679337101363), np.float64(1.2916558018711493)]","[np.float64(2.896679401397705), np.float64(1.2916557788848877)]","[np.float64(2.896679337101363), np.float64(1.2916558018711493)]","[np.float64(2.896679401397705), np.float64(1.2916557788848877)]","[np.float64(2.6967111917817403), np.float64(0.9958970604421677)]","[np.float64(2.696711301803589), np.float64(0.9958970546722412)]"
WFG1,9,20,20,"[np.float64(2.896679337101363), np.float64(1.2916558018711493)]","[np.float64(2.896679401397705), np.float64(1.2916557788848877)]","[np.float64(2.896679337101363), np.float64(1.2916558018711493)]","[np.float64(2.896679401397705), np.float64(1.2916557788848877)]","[np.float64(2.6967111917817403), np.float64(0.9958970604421677)]","[np.float64(2.696711301803589), np.float64(0.9958970546722412)]"
WFG1,10,20,20,"[np.float64(2.896679337101363), np.float64(1.2916558018711493)]","[np.float64(2.896679401397705), np.float64(1.2916557788848877)]","[np.float64(2.896679337101363), np.float64(1.2916558018711493)]","[np.float64(2.896679401397705), np.float64(1.2916557788848877)]","[np.float64(2.6967111917817403), np.float64(0.9958970604421677)]","[np.float64(2.696711301803589), np.float64(0.9958970546722412)]"
WFG1,11,17,17,"[np.float64(2.896679337101363), np.float64(1.2914033393104143)]","[np.float64(2.896679401397705), np.float64(1.2914032936096191)]","[np.float64(2.896679337101363), np.float64(1.2916558018711493)]","[np.float64(2.896679401397705), np.float64(1.2916557788848877)]","[np.float64(2.696458729221005), np.float64(0.9958970604421677)]","[np.float64(2.6964588165283203), np.float64(0.9958970546722412)]"
WFG1,12,17,17,"[np.float64(2.896800269486878), np.float64(1.2914033393104143)]","[np.float64(2.8968002796173096), np.float64(1.2914032936096191)]","[np.float64(2.896800269486878), np.float64(1.2915060564668404)]","[np.float64(2.8968002796173096), np.float64(1.291506052017212)]","[np.float64(2.696458729221005), np.float64(0.9958443943267754)]","[np.float64(2.6964588165283203), np.float64(0.9958444237709045)]"
WFG1,13,18,18,"[np.float64(2.896800269486878), np.float64(1.3443049668525884)]","[np.float64(2.8968002796173096), np.float64(1.3443049192428589)]","[np.float64(2.896800269486878), np.float64(1.3454162681706483)]","[np.float64(2.8968002796173096), np.float64(1.3454163074493408)]","[np.float64(2.6755425293800563), np.float64(0.9958443943267754)]","[np.float64(2.6755425930023193), np.float64(0.9958444237709045)]"
WFG1,14,14,14,"[np.float64(2.896800269486878), np.float64(1.3442470931191732)]","[np.float64(2.8968002796173096), np.float64(1.3442471027374268)]","[np.float64(2.896800269486878), np.float64(1.3454162681706483)]","[np.float64(2.8968002796173096), np.float64(1.3454163074493408)]","[np.float64(2.6754846556466414), np.float64(0.9958443943267754)]","[np.float64(2.6754846572875977), np.float64(0.9958444237709045)]"
WFG1,15,14,14,"[np.float64(2.896800269486878), np.float64(1.3442470931191732)]","[np.float64(2.8968002796173096), np.float64(1.3442471027374268)]","[np.float64(2.896800269486878), np.float64(1.345325965786988)]","[np.float64(2.8968002796173096), np.float64(1.3453259468078613)]","[np.float64(2.6754846556466414), np.float64(0.9958443943267754)]","[np.float64(2.6754846572875977), np.float64(0.9958444237709045)]"
WFG1,16,14,14,"[np.float64(2.896800269486878), np.float64(1.3442470931191732)]","[np.float64(2.8968002796173096), np.float64(1.3442471027374268)]","[np.float64(2.896800269486878), np.float64(1.344292045758562)]","[np.float64(2.8968002796173096), np.float64(1.3442920446395874)]","[np.float64(2.6754846556466414), np.float64(0.9958443943267754)]","[np.float64(2.6754846572875977), np.float64(0.9958444237709045)]"
WFG1,17,14,14,"[np.float64(2.895568856574382), np.float64(1.3442470931191732)]","[np.float64(2.89556884765625), np.float64(1.3442471027374268)]","[np.float64(2.895568856574382), np.float64(1.344292045758562)]","[np.float64(2.89556884765625), np.float64(1.3442920446395874)]","[np.float64(2.6754846556466414), np.float64(0.9951445698076523)]","[np.float64(2.6754846572875977), np.float64(0.9951445460319519)]"
WFG1,18,13,13,"[np.float64(2.895568856574382), np.float64(1.3467048809174502)]","[np.float64(2.89556884765625), np.float64(1.3467048406600952)]","[np.float64(2.895568856574382), np.float64(1.3467503037614916)]","[np.float64(2.89556884765625), np.float64(1.346750259399414)]","[np.float64(2.674527029904233), np.float64(0.9951445698076523)]","[np.float64(2.6745269298553467), np.float64(0.9951445460319519)]"
WFG1,19,13,13,"[np.float64(2.8955294253464725), np.float64(1.3467048809174502)]","[np.float64(2.8955295085906982), np.float64(1.3467048406600952)]","[np.float64(2.8955294253464725), np.float64(1.3467065667393767)]","[np.float64(2.8955295085906982), np.float64(1.346706509590149)]","[np.float64(2.674527029904233), np.float64(0.9951051385797426)]","[np.float64(2.6745269298553467), np.float64(0.9951051473617554)]"
WFG1,20,18,18,"[np.float64(2.895522356496752), np.float64(1.3892771251101008)]","[np.float64(2.895522356033325), np.float64(1.3892771005630493)]","[np.float64(2.895522356496752), np.float64(1.3892771251101008)]","[np.float64(2.895522356033325), np.float64(1.3892771005630493)]","[np.float64(2.647196978763895), np.float64(0.995098133425865)]","[np.float64(2.6471970081329346), np.float64(0.9950981140136719)]"
WFG1,21,18,18,"[np.float64(2.895253227708991), np.float64(1.3892771251101008)]","[np.float64(2.8952531814575195), np.float64(1.3892771005630493)]","[np.float64(2.895253227708991), np.float64(1.3892771251101008)]","[np.float64(2.8952531814575195), np.float64(1.3892771005630493)]","[np.float64(2.647196978763895), np.float64(0.9948289779060082)]","[np.float64(2.6471970081329346), np.float64(0.994828999042511)]"
WFG1,22,18,18,"[np.float64(2.894373092732941), np.float64(1.389133035943495)]","[np.float64(2.8943731784820557), np.float64(1.3891329765319824)]","[np.float64(2.894373092732941), np.float64(1.389133035943495)]","[np.float64(2.8943731784820557), np.float64(1.3891329765319824)]","[np.float64(2.647052889597289), np.float64(0.9939489432135296)]","[np.float64(2.6470530033111572), np.float64(0.9939489364624023)]"
WFG1,23,19,19,"[np.float64(2.894373092732941), np.float64(1.389133035943495)]","[np.float64(2.8943731784820557), np.float64(1.3891329765319824)]","[np.float64(2.894373092732941), np.float64(1.389133035943495)]","[np.float64(2.8943731784820557), np.float64(1.3891329765319824)]","[np.float64(2.647052889597289), np.float64(0.9939489432135296)]","[np.float64(2.6470530033111572), np.float64(0.9939489364624023)]"
WFG1,24,19,19,"[np.float64(2.893819226750936), np.float64(1.3882702063414105)]","[np.float64(2.8938193321228027), np.float64(1.3882702589035034)]","[np.float64(2.893819226750936), np.float64(1.3882702063414105)]","[np.float64(2.8938193321228027), np.float64(1.3882702589035034)]","[np.float64(2.6461900599952046), np.float64(0.9933950772315242)]","[np.float64(2.6461901664733887), np.float64(0.9933950901031494)]"
WFG1,25,18,18,"[np.float64(2.893819226750936), np.float64(1.3882702063414105)]","[np.float64(2.8938193321228027), np.float64(1.3882702589035034)]","[np.float64(2.893819226750936), np.float64(1.3882702063414105)]","[np.float64(2.8938193321228027), np.float64(1.3882702589035034)]","[np.float64(2.6461900599952046), np.float64(0.9933950772315242)]","[np.float64(2.6461901664733887), np.float64(0.9933950901031494)]"
WFG1,26,18,18,"[np.float64(2.893819226750936), np.float64(1.3882702063414105)]","[np.float64(2.8938193321228027), np.float64(1.3882702589035034)]","[np.float64(2.893819226750936), np.float64(1.3882702063414105)]","[np.float64(2.8938193321228027), np.float64(1.3882702589035034)]","[np.float64(2.6461900599952046), np.float64(0.9933950772315242)]","[np.float64(2.6461901664733887), np.float64(0.9933950901031494)]"
WFG1,27,18,18,"[np.float64(2.8906130781452752), np.float64(1.4257114828175037)]","[np.float64(2.890613079071045), np.float64(1.4257115125656128)]","[np.float64(2.8906130781452752), np.float64(1.4257114828175037)]","[np.float64(2.890613079071045), np.float64(1.4257115125656128)]","[np.float64(2.6315904080841825), np.float64(0.992317882562495)]","[np.float64(2.6315903663635254), np.float64(0.9923178553581238)]"
WFG1,28,16,16,"[np.float64(2.8906130781452752), np.float64(1.4864936093599206)]","[np.float64(2.890613079071045), np.float64(1.4864935874938965)]","[np.float64(2.8906130781452752), np.float64(1.4864936093599206)]","[np.float64(2.890613079071045), np.float64(1.4864935874938965)]","[np.float64(2.6075831693274636), np.float64(0.992317882562495)]","[np.float64(2.6075832843780518), np.float64(0.9923178553581238)]"
WFG1,29,16,16,"[np.float64(2.8901806006344293), np.float64(1.4864936093599206)]","[np.float64(2.8901805877685547), np.float64(1.4864935874938965)]","[np.float64(2.8901806006344293), np.float64(1.4864936093599206)]","[np.float64(2.8901805877685547), np.float64(1.4864935874938965)]","[np.float64(2.6075831693274636), np.float64(0.991885405051649)]","[np.float64(2.6075832843780518), np.float64(0.9918854236602783)]"
WFG1,30,16,16,"[np.float64(2.8901806006344293), np.float64(1.4857211309876028)]","[np.float64(2.8901805877685547), np.float64(1.4857211112976074)]","[np.float64(2.8901806006344293), np.float64(1.4857211309876028)]","[np.float64(2.8901805877685547), np.float64(1.4857211112976074)]","[np.float64(2.606810690955146), np.float64(0.991885405051649)]","[np.float64(2.6068108081817627), np.float64(0.9918854236602783)]"
WFG1,31,16,16,"[np.float64(2.8890139998068904), np.float64(1.4857211309876028)]","[np.float64(2.8890140056610107), np.float64(1.4857211112976074)]","[np.float64(2.8890139998068904), np.float64(1.4857211309876028)]","[np.float64(2.8890140056610107), np.float64(1.4857211112976074)]","[np.float64(2.606810690955146), np.float64(0.9910917407703533)]","[np.float64(2.6068108081817627), np.float64(0.9910917282104492)]"
WFG2,1,8,8,"[np.float64(1.8730752728733262), np.float64(4.398227970098843)]","[np.float64(1.873075246810913), np.float64(4.398228168487549)]","[np.float64(1.9679952434822392), np.float64(4.406276515686303)]","[np.float64(1.967995285987854), np.float64(4.406276702880859)]","[np.float64(0.45024040727760145), np.float64(1.2866005609593174)]","[np.float64(0.4502404034137726), np.float64(1.2866005897521973)]"
WFG2,2,6,6,"[np.float64(1.8878766397542928), np.float64(4.398227970098843)]","[np.float64(1.8878766298294067), np.float64(4.398228168487549)]","[np.float64(1.973351794497234), np.float64(4.4001155405603924)]","[np.float64(1.9733518362045288), np.float64(4.400115489959717)]","[np.float64(0.45024040727760145), np.float64(1.444270586282762)]","[np.float64(0.4502404034137726), np.float64(1.4442706108093262)]"
WFG2,3,7,7,"[np.float64(1.8878766397542928), np.float64(4.3974511142086)]","[np.float64(1.8878766298294067), np.float64(4.397450923919678)]","[np.float64(1.9162427937480278), np.float64(4.4001155405603924)]","[np.float64(1.9162428379058838), np.float64(4.400115489959717)]","[np.float64(0.4494635513873575), np.float64(1.444270586282762)]","[np.float64(0.44946354627609253), np.float64(1.4442706108093262)]"
WFG2,4,6,6,"[np.float64(1.9162427937480278), np.float64(4.3974511142086)]","[np.float64(1.9162428379058838), np.float64(4.397450923919678)]","[np.float64(1.9162427937480278), np.float64(4.400232243582102)]","[np.float64(1.9162428379058838), np.float64(4.400232315063477)]","[np.float64(0.4494635513873575), np.float64(1.473779441132646)]","[np.float64(0.44946354627609253), np.float64(1.4737794399261475)]"
WFG2,5,9,9,"[np.float64(1.9215611831481911), np.float64(4.3974511142086)]","[np.float64(1.9215612411499023), np.float64(4.397450923919678)]","[np.float64(1.9215611831481911), np.float64(4.3974511142086)]","[np.float64(1.9215612411499023), np.float64(4.397450923919678)]","[np.float64(0.4494635513873575), np.float64(1.4790978305328093)]","[np.float64(0.44946354627609253), np.float64(1.479097843170166)]"
WFG2,6,8,8,"[np.float64(1.9215972087307864), np.float64(4.3974511142086)]","[np.float64(1.9215972423553467), np.float64(4.397450923919678)]","[np.float64(1.9215972087307864), np.float64(4.3974511142086)]","[np.float64(1.9215972423553467), np.float64(4.397450923919678)]","[np.float64(0.4494635513873575), np.float64(1.4791338561154046)]","[np.float64(0.44946354627609253), np.float64(1.4791338443756104)]"
WFG2,7,7,7,"[np.float64(1.9215972087307864), np.float64(4.3974511142086)]","[np.float64(1.9215972423553467), np.float64(4.397450923919678)]","[np.float64(1.9215972087307864), np.float64(4.3974511142086)]","[np.float64(1.9215972423553467), np.float64(4.397450923919678)]","[np.float64(0.4494635513873575), np.float64(1.4791338561154046)]","[np.float64(0.44946354627609253), np.float64(1.4791338443756104)]"
WFG2,8,7,7,"[np.float64(1.9364653593271086), np.float64(4.3974511142086)]","[np.float64(1.9364653825759888), np.float64(4.397450923919678)]","[np.float64(1.9364653593271086), np.float64(4.3974511142086)]","[np.float64(1.9364653825759888), np.float64(4.397450923919678)]","[np.float64(0.4494635513873575), np.float64(1.549527568314943)]","[np.float64(0.44946354627609253), np.float64(1.5495275259017944)]"
WFG2,9,7,7,"[np.float64(1.9382748904172467), np.float64(4.3974511142086)]","[np.float64(1.93827486038208), np.float64(4.397450923919678)]","[np.float64(1.9382748904172467), np.float64(4.3974511142086)]","[np.float64(1.93827486038208), np.float64(4.397450923919678)]","[np.float64(0.4494635513873575), np.float64(1.551337099405081)]","[np.float64(0.44946354627609253), np.float64(1.5513371229171753)]"
WFG2,10,6,6,"[np.float64(1.9385678624424045), np.float64(4.3974511142086)]","[np.float64(1.938567876815796), np.float64(4.397450923919678)]","[np.float64(1.9435455084114364), np.float64(4.3974511142086)]","[np.float64(1.9435454607009888), np.float64(4.397450923919678)]","[np.float64(0.4494635513873575), np.float64(1.551630071430239)]","[np.float64(0.44946354627609253), np.float64(1.5516300201416016)]"
WFG2,11,6,6,"[np.float64(1.9405710681373227), np.float64(4.3893951262604025)]","[np.float64(1.9405710697174072), np.float64(4.389395236968994)]","[np.float64(1.9436322117059979), np.float64(4.3893951262604025)]","[np.float64(1.9436322450637817), np.float64(4.389395236968994)]","[np.float64(0.4414075634391606), np.float64(1.553957294729096)]","[np.float64(0.44140756130218506), np.float64(1.5539573431015015)]"
WFG2,12,6,6,"[np.float64(1.9405710681373227), np.float64(4.3893951262604025)]","[np.float64(1.9405710697174072), np.float64(4.389395236968994)]","[np.float64(1.9436322117059979), np.float64(4.3893951262604025)]","[np.float64(1.9436322450637817), np.float64(4.389395236968994)]","[np.float64(0.4414075634391606), np.float64(1.553957294729096)]","[np.float64(0.44140756130218506), np.float64(1.5539573431015015)]"
WFG2,13,6,6,"[np.float64(1.938043914829538), np.float64(4.3667362875452485)]","[np.float64(1.9380439519882202), np.float64(4.36673641204834)]","[np.float64(1.9436322117059979), np.float64(4.3667362875452485)]","[np.float64(1.9436322450637817), np.float64(4.36673641204834)]","[np.float64(0.4448840218645406), np.float64(1.5550794249168658)]","[np.float64(0.4448840320110321), np.float64(1.555079460144043)]"
WFG2,14,6,6,"[np.float64(1.938043914829538), np.float64(4.3667362875452485)]","[np.float64(1.9380439519882202), np.float64(4.36673641204834)]","[np.float64(1.950438558298232), np.float64(4.3667362875452485)]","[np.float64(1.9504384994506836), np.float64(4.36673641204834)]","[np.float64(0.4448840218645406), np.float64(1.5550794249168658)]","[np.float64(0.4448840320110321), np.float64(1.555079460144043)]"
WFG2,15,6,6,"[np.float64(1.938043914829538), np.float64(4.2163710926286555)]","[np.float64(1.9380439519882202), np.float64(4.216371059417725)]","[np.float64(1.950438558298232), np.float64(4.2163710926286555)]","[np.float64(1.9504384994506836), np.float64(4.216371059417725)]","[np.float64(0.45756221800687835), np.float64(1.5550794249168658)]","[np.float64(0.4575622081756592), np.float64(1.555079460144043)]"
WFG2,16,5,5,"[np.float64(1.938043914829538), np.float64(4.163269706867936)]","[np.float64(1.9380439519882202), np.float64(4.163269519805908)]","[np.float64(1.951150102993508), np.float64(4.163269706867936)]","[np.float64(1.9511500597000122), np.float64(4.163269519805908)]","[np.float64(0.4612632548712893), np.float64(1.5550794249168658)]","[np.float64(0.4612632691860199), np.float64(1.555079460144043)]"
WFG2,17,5,5,"[np.float64(1.945957488164799), np.float64(4.120885167113988)]","[np.float64(1.9459575414657593), np.float64(4.120885372161865)]","[np.float64(1.951150102993508), np.float64(4.120885167113988)]","[np.float64(1.9511500597000122), np.float64(4.120885372161865)]","[np.float64(0.4639117547772959), np.float64(1.564561928080084)]","[np.float64(0.4639117419719696), np.float64(1.5645619630813599)]"
WFG2,18,5,5,"[np.float64(1.9464415391445518), np.float64(4.120885167113988)]","[np.float64(1.9464415311813354), np.float64(4.120885372161865)]","[np.float64(1.951150102993508), np.float64(4.120885167113988)]","[np.float64(1.9511500597000122), np.float64(4.120885372161865)]","[np.float64(0.4639117547772959), np.float64(1.5650459790598368)]","[np.float64(0.4639117419719696), np.float64(1.565045952796936)]"
WFG2,19,5,5,"[np.float64(1.9453706762948089), np.float64(4.120885167113988)]","[np.float64(1.9453706741333008), np.float64(4.120885372161865)]","[np.float64(1.951150102993508), np.float64(4.120885167113988)]","[np.float64(1.9511500597000122), np.float64(4.120885372161865)]","[np.float64(0.4639117547772959), np.float64(1.5659366298891009)]","[np.float64(0.4639117419719696), np.float64(1.5659366846084595)]"
WFG2,20,5,5,"[np.float64(1.9457203073511482), np.float64(4.1021014611976785)]","[np.float64(1.9457203149795532), np.float64(4.1021013259887695)]","[np.float64(1.951150102993508), np.float64(4.1021014611976785)]","[np.float64(1.9511500597000122), np.float64(4.1021013259887695)]","[np.float64(0.4637578732453878), np.float64(1.566687354589328)]","[np.float64(0.46375787258148193), np.float64(1.5666873455047607)]"
WFG2,21,5,5,"[np.float64(1.9501296476891459), np.float64(4.1021014611976785)]","[np.float64(1.9501296281814575), np.float64(4.1021013259887695)]","[np.float64(1.9533041594343346), np.float64(4.1021014611976785)]","[np.float64(1.9533041715621948), np.float64(4.1021013259887695)]","[np.float64(0.4637578732453878), np.float64(1.5710966949273257)]","[np.float64(0.46375787258148193), np.float64(1.571096658706665)]"
WFG2,22,5,5,"[np.float64(1.9501296476891459), np.float64(4.1021014611976785)]","[np.float64(1.9501296281814575), np.float64(4.1021013259887695)]","[np.float64(1.951917713095589), np.float64(4.1021014611976785)]","[np.float64(1.9519177675247192), np.float64(4.1021013259887695)]","[np.float64(0.4637578732453878), np.float64(1.5710966949273257)]","[np.float64(0.46375787258148193), np.float64(1.571096658706665)]"
WFG2,23,5,5,"[np.float64(1.9501296476891459), np.float64(3.9403828963392127)]","[np.float64(1.9501296281814575), np.float64(3.940382957458496)]","[np.float64(1.951917713095589), np.float64(3.9403828963392127)]","[np.float64(1.9519177675247192), np.float64(3.940382957458496)]","[np.float64(0.47412194327998813), np.float64(1.5710966949273257)]","[np.float64(0.47412195801734924), np.float64(1.571096658706665)]"
WFG2,24,5,5,"[np.float64(1.9501296476891459), np.float64(3.9403828963392127)]","[np.float64(1.9501296281814575), np.float64(3.940382957458496)]","[np.float64(1.956217797186445), np.float64(3.9403828963392127)]","[np.float64(1.9562177658081055), np.float64(3.940382957458496)]","[np.float64(0.47412194327998813), np.float64(1.5710966949273257)]","[np.float64(0.47412195801734924), np.float64(1.571096658706665)]"
WFG2,25,5,5,"[np.float64(1.9501296476891459), np.float64(3.9403828963392127)]","[np.float64(1.9501296281814575), np.float64(3.940382957458496)]","[np.float64(1.9562249242624097), np.float64(3.9403828963392127)]","[np.float64(1.9562249183654785), np.float64(3.940382957458496)]","[np.float64(0.47412194327998813), np.float64(1.5710966949273257)]","[np.float64(0.47412195801734924), np.float64(1.571096658706665)]"
