alg,exp,problema,n_ev,familias,has_fe,has_f_best,has_n_front1,has_modelo_hp,has_tempo_fit_s,has_tempo_busca_s,has_dist_min_arquivo,has_ideal,has_nadir_pop,has_nadir_front1
nsga3,main,BBOB_F1,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,BBOB_F17,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,BBOB_F22,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,BBOB_F37,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,BBOB_F49,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,BBOB_F5,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,BBOB_F55,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,DTLZ1,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,DTLZ2,18,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,DTLZ3,18,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,DTLZ4,18,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,DTLZ7,33,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,MMF1,3,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,MMF11_L,3,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,MMF16_20,30,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,MMF4,3,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,WFG1,23,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,WFG2,23,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,WFG4,23,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,WFG5,23,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,WFG9,23,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,ZDT1,31,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,ZDT3,31,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,ZDT4,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
nsga3,main,ZDT6,11,nsga3_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,BBOB_F1,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,BBOB_F17,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,BBOB_F22,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,BBOB_F37,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,BBOB_F49,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,BBOB_F5,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,BBOB_F55,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,DTLZ1,8,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,DTLZ2,13,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,DTLZ3,13,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,DTLZ4,13,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,DTLZ7,23,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,MMF1,3,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,MMF11_L,3,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,MMF16_20,21,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,MMF4,3,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,WFG1,23,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,WFG2,23,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,WFG4,23,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,WFG5,23,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,WFG9,23,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,ZDT1,31,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,ZDT3,31,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,ZDT4,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
smsemoa,main,ZDT6,11,smsemoa_gen/,True,True,True,False,False,False,False,True,True,True
sobol_batch,batch,q10_DTLZ2,200,decision/sobol_batch_gen,True,True,False,False,False,False,False,False,False,False
sobol_batch,batch,q10_MMF16_20,200,decision/sobol_batch_gen,True,True,False,False,False,False,False,False,False,False
sobol_batch,batch,q10_WFG9,200,decision/sobol_batch_gen,True,True,False,False,False,False,False,False,False,False
sobol_batch,batch,q10_ZDT1,200,decision/sobol_batch_gen,True,True,False,False,False,False,False,False,False,False
sobol_batch,batch,q10_ZDT4,200,decision/sobol_batch_gen,True,True,False,False,False,False,False,False,False,False
